seconds_of_day,day_of_year,temperature,radiator-input,radiator-output,outdoor-temperature,solar-radiation,windspeed,humidity
27763,289,21.306578947368426,19.49285714285714,18.946428571428573,10.1,0.0,9.7,97.0
28663,289,20.913513513513514,19.112,18.566666666666663,10.2,0.0,3.2,97.0
29563,289,20.97323943661972,18.87837837837838,18.5,10.3,0.0,1.6,97.0
30463,289,20.70133333333333,18.7375,18.5,10.4,0.0,1.6,97.0
31363,289,20.52368421052632,18.5,18.5,10.4,0.0,1.6,97.0
32263,289,20.393421052631577,18.5,18.5,10.4,7.0,4.8,97.0
33163,289,20.302666666666667,18.5,18.5,10.4,0.0,3.2,97.0
34063,289,20.29861111111111,18.478666666666665,18.5,10.3,5.0,12.9,97.0
34963,289,20.276666666666667,19.36756756756757,18.4527027027027,10.3,18.0,11.3,97.0
35863,289,21.2015625,41.00945945945946,24.533783783783782,10.4,5.0,8.0,97.0
36763,289,21.95633802816901,45.892,35.44,10.5,0.0,9.7,97.0
37663,289,22.62638888888889,45.08333333333333,35.43055555555556,10.6,14.0,8.0,97.0
38563,289,22.892,42.23648648648648,32.979729729729726,10.6,14.0,8.0,97.0
39463,289,23.09054054054054,38.50555555555555,31.979166666666668,10.7,14.0,8.0,97.0
40363,289,23.3,34.017808219178086,31.14383561643836,10.7,21.0,11.3,97.0
41263,289,23.182666666666663,28.95616438356165,27.28767123287671,10.9,28.0,11.3,98.0
42163,289,22.9527027027027,25.565753424657537,24.52739726027397,11.0,40.0,11.3,98.0
43063,289,22.702666666666666,23.54133333333333,22.813333333333333,11.1,39.0,9.7,97.0
43963,289,22.47733333333333,22.27432432432433,21.72297297297297,11.2,16.0,12.9,97.0
44863,289,22.263513513513512,21.49718309859155,21.218309859154928,11.3,35.0,9.7,98.0
45763,289,22.05333333333333,20.85945945945946,20.68243243243243,11.3,19.0,9.7,98.0
46663,289,21.86756756756757,20.475675675675674,20.445945945945944,11.4,11.0,8.0,98.0
47563,289,21.688,20.172,20.0,11.4,18.0,1.6,98.0
48463,289,21.52432432432433,19.905263157894737,19.92105263157895,11.4,30.0,8.0,97.0
