seconds_of_day,day_of_year,temperature,radiator-input,radiator-output,outdoor-temperature,solar-radiation,windspeed,humidity
27763,289,19.6,18.0,18.984615384615385,10.1,0.0,9.7,97.0
28663,289,19.6,17.92361111111111,18.113888888888887,10.2,0.0,3.2,97.0
29563,289,19.636486486486486,17.972972972972975,17.805405405405406,10.3,0.0,1.6,97.0
30463,289,19.7,18.0,17.8,10.4,0.0,1.6,97.0
31363,289,19.7,17.941176470588236,17.8,10.4,0.0,1.6,97.0
32263,289,19.7,18.0,17.8,10.4,7.0,4.8,97.0
33163,289,19.7,18.0,17.8,10.4,0.0,3.2,97.0
34063,289,19.7,18.0,17.795774647887324,10.3,5.0,12.9,97.0
34963,289,19.7,18.218309859154928,17.764788732394365,10.3,18.0,11.3,97.0
35863,289,19.752777777777776,36.23943661971831,21.07323943661972,10.4,5.0,8.0,97.0
36763,289,20.195945945945944,41.54,31.76666666666667,10.5,0.0,9.7,97.0
37663,289,20.745945945945945,40.16,32.892,10.6,14.0,8.0,97.0
38563,289,20.92567567567568,38.4527027027027,31.240540540540543,10.6,14.0,8.0,97.0
39463,289,20.947297297297297,35.013333333333335,31.764,10.7,14.0,8.0,97.0
40363,289,21.07397260273973,31.582191780821915,31.045205479452058,10.7,21.0,11.3,97.0
41263,289,21.161428571428573,27.16901408450704,26.85070422535212,10.9,28.0,11.3,98.0
42163,289,21.2,24.51388888888889,24.03333333333333,11.0,40.0,11.3,98.0
43063,289,21.2,22.88888888888889,22.429166666666667,11.1,39.0,9.7,97.0
43963,289,21.2,21.79861111111111,21.49305555555556,11.2,16.0,12.9,97.0
44863,289,21.13055555555556,21.18840579710145,20.90144927536232,11.3,35.0,9.7,98.0
45763,289,21.1,20.59722222222222,20.433333333333334,11.3,19.0,9.7,98.0
46663,289,21.10144927536232,20.268115942028984,20.13043478260869,11.4,11.0,8.0,98.0
47563,289,21.2,20.0,19.955882352941178,11.4,18.0,1.6,98.0
48463,289,21.2,20.0,19.8,11.4,30.0,8.0,97.0
49363,289,21.204545454545453,20.0,19.8,11.6,65.0,11.3,98.0
50263,289,21.3,19.84,19.668,11.8,81.0,4.8,98.0
51163,289,21.252777777777776,19.5,19.5,12.0,185.0,11.3,98.0
52063,289,21.2,19.5,19.37843137254902,12.9,134.0,12.9,98.0
52963,289,21.2,19.5,19.3,12.8,121.0,9.7,98.0
53863,289,21.2,19.5,19.24,12.8,148.0,8.0,97.0
54763,289,21.2,19.10869565217392,18.86521739130435,12.8,134.0,9.7,97.0
55663,289,21.24655172413793,19.5,19.0,13.0,135.0,4.8,97.0
56563,289,21.42978723404256,25.316326530612244,19.685714285714287,12.9,74.0,9.7,96.0
57463,289,21.590697674418603,30.205128205128204,22.5948717948718,12.7,16.0,8.0,96.0
58363,289,21.71785714285714,30.741071428571427,24.505357142857143,12.7,5.0,9.7,96.0
59263,289,21.8,26.12,25.348,12.7,42.0,11.3,96.0
60163,289,21.8,23.0,22.558333333333334,12.6,21.0,4.8,96.0
61063,289,21.8,21.63235294117647,21.28382352941177,12.6,51.0,0.0,97.0
61963,289,21.8,20.86428571428572,20.615714285714283,12.8,25.0,11.3,97.0
62863,289,21.8,20.5,20.24657534246576,12.3,30.0,3.2,94.0
63763,289,21.8,20.10135135135135,20.0,12.2,7.0,3.2,93.0
64663,289,21.8,20.0,19.83013698630137,12.2,0.0,11.3,90.0
65563,289,21.8,20.0,19.664788732394364,12.2,0.0,9.7,89.0
66463,289,21.8,19.67123287671233,19.5,11.8,0.0,11.3,90.0
67363,289,21.70138888888889,19.5,19.36756756756757,11.8,0.0,9.7,90.0
68263,289,21.64794520547945,19.30821917808219,19.110958904109587,11.8,0.0,11.3,91.0
69163,289,21.545714285714286,19.0,18.99718309859155,11.6,0.0,19.3,90.0
70063,289,21.5,19.0,18.84117647058824,11.7,0.0,14.5,89.0
70963,289,21.5,19.0,18.8,11.6,0.0,16.1,90.0
71863,289,21.5,19.0,18.791666666666664,11.6,0.0,12.9,90.0
72763,289,21.475342465753425,19.0,18.535526315789475,11.7,0.0,16.1,90.0
73663,289,21.4,18.859154929577464,18.5,11.7,0.0,12.9,91.0
74563,289,21.4,18.5,18.5,11.8,0.0,14.5,91.0
75463,289,21.33943661971831,18.5,18.395774647887325,11.8,0.0,16.1,91.0
76363,289,21.3,18.5,18.3,11.8,0.0,16.1,92.0
77263,289,21.27123287671233,18.5,18.3,11.8,0.0,16.1,92.0
78163,289,21.2,18.5,18.3,11.8,0.0,16.1,93.0
79063,289,21.1625,18.5,18.3,11.7,0.0,14.5,93.0
79963,289,21.1,18.5,18.3,11.7,0.0,16.1,93.0
80863,289,21.02676056338028,18.5,18.3,11.7,0.0,24.1,93.0
81763,289,20.94428571428572,18.5,18.3,11.7,0.0,19.3,93.0
82663,289,20.86865671641791,18.46,18.3,11.7,0.0,16.1,93.0
83563,289,20.77887323943662,18.027027027027025,18.31891891891892,11.7,0.0,20.9,93.0
84463,289,20.693150684931503,20.37333333333333,18.564,11.8,0.0,11.3,93.0
85363,289,20.6,24.273333333333333,19.372,11.8,0.0,14.5,93.0
86263,289,20.6,26.85333333333333,20.816,11.9,0.0,16.1,92.0
763,290,20.6,28.34,22.248,12.1,0.0,22.5,91.0
1663,290,20.6,29.91549295774648,24.02394366197183,12.2,0.0,12.9,91.0
2563,290,20.69016393442623,28.054794520547944,24.49041095890411,12.2,0.0,12.9,90.0
3463,290,20.7,27.7054794520548,24.395890410958906,12.3,0.0,19.3,90.0
4363,290,20.72394366197183,26.84722222222222,23.77638888888889,12.4,0.0,19.3,89.0
5263,290,20.8,27.02083333333333,23.59722222222222,12.2,0.0,27.4,91.0
6163,290,20.77857142857143,26.06756756756757,23.27027027027027,12.1,0.0,22.5,91.0
7063,290,20.7,26.575342465753423,23.22054794520548,12.0,0.0,29.0,90.0
7963,290,20.7,23.736486486486488,22.15,12.0,0.0,29.0,89.0
8863,290,20.663768115942027,24.027027027027025,20.74324324324324,11.7,0.0,27.4,89.0
9763,290,20.6,25.64189189189189,20.72972972972973,11.7,0.0,33.8,88.0
10663,290,20.565753424657537,27.864864864864863,21.690540540540542,11.7,0.0,35.4,87.0
11563,290,20.5,26.37162162162162,22.21891891891892,11.6,0.0,29.0,86.0
12463,290,20.556944444444447,27.87671232876712,23.215068493150685,11.6,0.0,25.7,86.0
13363,290,20.6,27.695945945945947,23.85135135135135,11.6,0.0,27.4,85.0
14263,290,20.68428571428572,28.21917808219178,24.294520547945204,11.3,0.0,35.4,88.0
15163,290,20.7,27.236111111111107,24.166666666666664,11.2,0.0,37.0,88.0
16063,290,20.77605633802817,27.91216216216216,24.23108108108108,11.2,0.0,27.4,89.0
16963,290,20.8,26.74,23.78533333333333,11.1,0.0,32.2,90.0
17863,290,20.8,26.35333333333333,23.490666666666662,10.8,0.0,27.4,91.0
18763,290,20.772222222222226,25.326666666666668,22.91733333333333,10.8,0.0,35.4,92.0
19663,290,20.7,24.16197183098592,21.84929577464789,10.6,0.0,32.2,93.0
20563,290,20.674647887323943,26.423611111111107,21.905555555555555,10.6,0.0,32.2,94.0
21463,290,20.6,26.256756756756754,22.127027027027022,10.5,0.0,27.4,94.0
22363,290,20.6,24.12837837837838,21.28513513513513,10.5,0.0,25.7,95.0
23263,290,20.54931506849315,20.93835616438356,19.715068493150685,10.6,0.0,32.2,95.0
24163,290,20.42676056338028,19.69333333333333,19.086666666666662,10.6,0.0,22.5,95.0
25063,290,20.32638888888889,19.034246575342465,18.758904109589043,10.3,0.0,24.1,95.0
25963,290,20.24857142857143,18.636986301369863,18.5,10.3,0.0,24.1,95.0
26863,290,20.174324324324324,18.5,18.319444444444446,10.4,0.0,29.0,95.0
27763,290,20.1,18.35810810810811,18.3,10.4,0.0,19.3,95.0
28663,290,20.1,18.0,18.02191780821918,10.4,0.0,20.9,95.0
29563,290,20.1,18.0,17.936986301369863,10.4,0.0,27.4,95.0
30463,290,20.06805555555556,17.756944444444446,17.78611111111111,10.4,11.0,27.4,95.0
31363,290,20.0,17.5,17.468,10.4,14.0,24.1,96.0
32263,290,20.0,17.5,17.5,10.5,19.0,16.1,96.0
33163,290,20.071621621621624,17.5,17.735135135135135,10.6,28.0,14.5,96.0
34063,290,20.1,17.54054054054054,17.8,10.7,44.0,22.5,95.0
34963,290,20.156,17.993333333333332,17.8,10.7,70.0,20.9,95.0
35863,290,20.2,18.0,17.8,10.8,53.0,22.5,95.0
36763,290,20.2,18.0,17.8,10.9,70.0,22.5,95.0
37663,290,20.16515151515152,18.0,17.8,11.1,90.0,20.9,95.0
38563,290,20.1,18.0,17.761971830985917,11.3,114.0,19.3,94.0
39463,290,20.193846153846152,18.0,17.837333333333333,11.3,107.0,19.3,94.0
40363,290,20.36417910447761,18.0,18.0,11.4,176.0,20.9,94.0
41263,290,20.4,18.0,18.0,11.8,195.0,14.5,91.0
42163,290,20.4,18.0,18.0,11.8,223.0,24.1,91.0
43063,290,20.471232876712328,18.24657534246576,18.234246575342464,12.3,492.0,24.1,90.0
43963,290,20.5,18.42465753424657,18.291780821917808,12.3,155.0,19.3,88.0
44863,290,20.5,18.385135135135137,18.3,11.9,125.0,12.9,90.0
45763,290,20.5,18.19333333333333,18.3,11.8,104.0,16.1,89.0
46663,290,20.5,18.06756756756757,18.3,11.9,246.0,14.5,89.0
47563,290,20.5,18.02054794520548,18.3,12.2,211.0,16.1,88.0
48463,290,20.554237288135592,18.15,18.3,12.4,127.0,14.5,87.0
49363,290,20.6,18.10144927536232,18.3,12.4,132.0,19.3,87.0
50263,290,20.6,18.17910447761194,18.3,12.2,88.0,19.3,87.0
51163,290,20.652857142857144,18.49324324324324,18.3,12.0,135.0,16.1,87.0
52063,290,20.72272727272728,18.5,18.3,11.9,60.0,11.3,89.0
52963,290,20.8,18.5,18.34,11.8,116.0,16.1,88.0
53863,290,20.84558823529412,18.5,18.5,11.8,104.0,12.9,87.0
54763,290,20.9,18.5,18.5,11.8,121.0,11.3,87.0
55663,290,20.92608695652174,18.5,18.5,11.9,109.0,11.3,87.0
56563,290,21.0,18.49305555555556,18.3125,11.9,114.0,11.3,86.0
57463,290,21.045945945945945,18.5,18.31621621621621,12.2,86.0,11.3,85.0
58363,290,21.2,18.5,18.469014084507045,12.2,111.0,11.3,85.0
59263,290,21.328169014084505,18.5,18.5,12.2,54.0,11.3,85.0
60163,290,21.40138888888889,24.61029411764705,18.939705882352943,12.1,69.0,9.7,85.0
61063,290,21.528767123287672,35.99315068493151,24.672602739726027,11.9,98.0,8.0,85.0
61963,290,21.844444444444445,37.66901408450704,29.88169014084507,12.0,74.0,4.8,86.0
62863,290,22.175342465753424,34.36486486486486,30.232432432432432,11.9,42.0,4.8,87.0
63763,290,22.3,27.2972972972973,26.143243243243244,11.7,30.0,8.0,87.0
64663,290,22.3,24.02027027027027,23.440540540540542,11.4,0.0,11.3,87.0
65563,290,22.3,22.226027397260275,21.872602739726027,11.3,0.0,8.0,87.0
66463,290,22.28405797101449,20.640845070422536,20.301408450704223,11.1,0.0,8.0,88.0
67363,290,22.10428571428572,17.246666666666666,16.692,10.9,0.0,8.0,89.0
68263,290,21.881944444444446,15.073333333333332,14.684,10.5,0.0,4.8,90.0
69163,290,21.687142857142856,14.294520547945206,14.191780821917808,10.4,0.0,3.2,91.0
70063,290,21.6,14.965753424657535,15.213698630136983,10.3,0.0,3.2,91.0
70963,290,21.6,15.64788732394366,15.933802816901409,10.3,0.0,0.0,92.0
71863,290,21.6,16.195945945945944,16.47027027027027,10.2,0.0,0.0,93.0
72763,290,21.59178082191781,16.614864864864863,16.9,10.2,0.0,0.0,94.0
73663,290,21.514492753623188,17.0,17.204,10.1,0.0,0.0,94.0
74563,290,21.6,17.0,17.04931506849315,10.0,0.0,0.0,94.0
75463,290,21.6,17.466216216216218,17.435135135135134,9.9,0.0,0.0,95.0
76363,290,21.6,17.5,17.697260273972603,9.8,0.0,0.0,94.0
77263,290,21.6,17.809859154929576,17.8,9.7,0.0,0.0,95.0
78163,290,21.6,18.0,17.88533333333333,9.7,0.0,0.0,95.0
79063,290,21.5859649122807,18.0,17.996491228070177,9.8,0.0,0.0,95.0
79963,290,21.5,18.0,18.0,9.8,0.0,1.6,96.0
80863,290,21.43733333333333,18.0,18.0,9.7,0.0,3.2,95.0
81763,290,21.352702702702704,18.0,18.0,9.6,0.0,3.2,96.0
82663,290,21.23783783783784,18.0,18.0,9.4,0.0,1.6,96.0
83563,290,21.13108108108108,18.0,18.0,9.4,0.0,1.6,96.0
84463,290,21.03013698630137,18.0,18.0,9.4,0.0,1.6,96.0
85363,290,20.942666666666668,18.0,18.0,9.3,0.0,8.0,96.0
86263,290,20.85810810810811,18.0,18.0,9.1,0.0,3.2,95.0
763,291,20.74931506849315,18.0,17.97808219178082,8.9,0.0,1.6,95.0
1663,291,20.666666666666664,18.0,17.808450704225354,8.8,0.0,1.6,95.0
2563,291,20.5945945945946,18.0,17.8,8.8,0.0,8.0,95.0
3463,291,20.493150684931507,18.0,17.8,8.8,0.0,3.2,96.0
4363,291,20.4,18.0,17.8,8.8,0.0,1.6,96.0
5263,291,20.328333333333333,17.991935483870968,17.766129032258064,8.7,0.0,1.6,96.0
6163,291,20.230136986301368,17.81081081081081,17.5,8.7,0.0,0.0,95.0
7063,291,20.13050847457627,17.5,17.5,8.6,0.0,0.0,95.0
7963,291,20.08783783783784,17.5,17.5,8.6,0.0,1.6,95.0
8863,291,19.995890410958904,17.5,17.5,8.6,0.0,3.2,95.0
9763,291,19.9,17.5,17.445945945945944,8.6,0.0,1.6,95.0
10663,291,19.814864864864862,17.5,17.305479452054794,8.5,0.0,1.6,95.0
11563,291,19.8,17.5,17.3,8.6,0.0,3.2,95.0
12463,291,19.70422535211268,17.5,17.3,8.6,0.0,1.6,95.0
13363,291,19.61891891891892,17.5,17.3,8.6,0.0,3.2,95.0
14263,291,19.583823529411767,17.5,17.267123287671232,8.6,0.0,0.0,95.0
15163,291,19.5,17.385135135135137,17.024324324324326,8.6,0.0,1.6,95.0
16063,291,19.405405405405407,17.013333333333332,17.0,8.6,0.0,0.0,95.0
16963,291,19.38133333333333,17.0,17.0,8.5,0.0,3.2,96.0
17863,291,19.3,17.0,17.0,8.6,0.0,3.2,96.0
18763,291,19.221621621621622,19.595890410958905,17.1,8.6,0.0,1.6,96.0
19663,291,19.263513513513512,37.57432432432432,23.36756756756757,8.6,0.0,4.8,96.0
20563,291,19.74266666666667,40.07432432432432,30.824324324324323,8.7,0.0,0.0,96.0
21463,291,20.0972602739726,39.08108108108108,30.705405405405408,8.7,0.0,3.2,96.0
22363,291,20.326760563380283,30.34246575342466,25.316438356164383,8.6,0.0,1.6,96.0
23263,291,20.13582089552239,22.664285714285715,19.55857142857143,8.6,0.0,0.0,96.0
24163,291,20.08428571428572,20.42142857142857,18.99428571428572,8.6,0.0,1.6,96.0
25063,291,20.0,19.27941176470588,18.530882352941177,8.5,0.0,1.6,96.0
25963,291,19.90142857142857,18.69117647058824,18.277941176470588,8.5,0.0,1.6,96.0
26863,291,19.822535211267606,18.36764705882353,18.0,8.4,0.0,3.2,96.0
27763,291,19.8,18.0,17.90909090909091,8.4,0.0,3.2,96.0
28663,291,19.74428571428572,18.0,17.8,8.4,0.0,3.2,96.0
29563,291,19.7,18.0,17.8,8.4,7.0,1.6,96.0
30463,291,19.62676056338028,17.986486486486488,17.8,8.4,14.0,3.2,97.0
31363,291,19.6,17.753731343283583,17.65223880597015,8.4,16.0,4.8,97.0
32263,291,19.6,17.544776119402986,17.5044776119403,8.4,28.0,3.2,97.0
33163,291,19.538028169014083,17.5,17.5,8.4,30.0,4.8,97.0
34063,291,19.5,17.5,17.5,8.6,26.0,4.8,96.0
34963,291,19.5,17.5,17.5,8.6,32.0,4.8,96.0
35863,291,19.482857142857146,17.5,17.411428571428573,8.7,76.0,4.8,97.0
36763,291,19.4,17.5,17.3,8.9,86.0,4.8,97.0
37663,291,19.4,17.5,17.3,9.1,79.0,8.0,97.0
38563,291,19.34857142857143,17.5,17.3,9.1,98.0,8.0,96.0
39463,291,19.3,17.4527027027027,17.19864864864865,9.0,56.0,9.7,96.0
40363,291,19.3,17.055555555555554,17.004166666666666,9.1,107.0,3.2,96.0
41263,291,19.3,17.0,16.858666666666668,9.2,69.0,9.7,96.0
42163,291,19.3,17.0,17.0,9.2,81.0,4.8,96.0
43063,291,19.3,17.0,17.0,9.4,63.0,3.2,96.0
43963,291,19.3,17.0,17.0,9.4,67.0,1.6,96.0
44863,291,19.366666666666667,17.29054054054054,17.19864864864865,9.5,120.0,1.6,96.0
45763,291,19.4,17.5,17.3,9.4,93.0,4.8,95.0
46663,291,19.4,17.5,17.3,9.8,265.0,8.0,96.0
47563,291,19.4,17.5,17.3,9.9,151.0,3.2,96.0
48463,291,19.4,17.34027777777778,17.15972222222222,9.7,158.0,8.0,94.0
49363,291,19.4,17.0,17.0,9.7,113.0,4.8,94.0
50263,291,19.4,17.0,17.0,9.7,113.0,3.2,94.0
51163,291,19.4,17.028169014084504,17.0,9.7,65.0,1.6,94.0
52063,291,19.4,17.166666666666664,17.025,9.7,144.0,3.2,94.0
52963,291,19.4,17.39041095890411,17.23835616438356,9.7,130.0,3.2,94.0
53863,291,19.4,17.42361111111111,17.244444444444447,9.9,91.0,8.0,93.0
54763,291,19.4,17.0,16.909333333333333,9.9,109.0,0.0,94.0
55663,291,19.37894736842105,17.0,16.95,9.9,72.0,3.2,93.0
56563,291,19.4,17.0,16.894736842105264,9.9,107.0,1.6,94.0
57463,291,19.60869565217392,17.0,16.924324324324324,9.9,93.0,4.8,93.0
58363,291,20.13823529411765,17.368055555555554,17.154166666666665,9.8,86.0,4.8,93.0
59263,291,20.2,17.5,17.3,9.9,81.0,8.0,93.0
60163,291,20.116666666666667,17.5,17.3,9.8,65.0,8.0,93.0
61063,291,20.1,17.5,17.3,9.7,37.0,8.0,92.0
61963,291,20.1828125,17.5,17.443661971830984,9.6,26.0,8.0,93.0
62863,291,20.360416666666666,17.669117647058822,17.5,9.6,12.0,8.0,93.0
63763,291,20.440677966101696,18.0,17.705714285714286,9.5,9.0,8.0,93.0
64663,291,20.5,18.0,17.8,9.3,0.0,4.8,92.0
65563,291,20.502985074626867,17.416666666666664,17.028787878787877,9.3,0.0,3.2,91.0
66463,291,20.5,17.5,17.190140845070424,9.1,0.0,1.6,91.0
67363,291,20.577272727272728,17.5,17.330985915492956,9.1,0.0,8.0,92.0
68263,291,20.52777777777778,17.5,17.497222222222224,8.9,0.0,3.2,91.0
