seconds_of_day,day_of_year,temperature,radiator-input,radiator-output,outdoor-temperature,solar-radiation,windspeed,humidity
40363,24,19.1,18.605882352941176,19.0,9.0,151.0,25.7,87.0
41263,24,19.1,18.5,19.0,8.9,165.0,25.7,87.0
42163,24,19.1030303030303,18.46857142857143,18.585714285714285,9.0,158.0,22.5,88.0
43063,24,19.1,18.3,18.5,8.8,91.0,20.9,89.0
43963,24,19.017910447761192,18.167142857142856,18.5,8.8,79.0,20.9,89.0
44863,24,19.0,18.0,18.4,8.6,83.0,22.5,90.0
45763,24,18.934722222222224,18.0,18.02173913043478,8.6,74.0,20.9,90.0
46663,24,18.9,17.985507246376812,18.0,8.5,84.0,20.9,91.0
47563,24,18.86515151515152,17.914285714285715,18.0,8.6,83.0,19.3,91.0
48463,24,18.8,17.8,18.0,8.6,69.0,19.3,91.0
49363,24,18.77605633802817,17.8,18.0,8.6,76.0,20.9,90.0
50263,24,18.634246575342463,17.8,18.0,8.6,86.0,19.3,90.0
51163,24,18.536619718309858,17.734782608695653,18.0,8.7,93.0,16.1,91.0
52063,24,18.42,17.5,18.0,8.8,83.0,19.3,90.0
52963,24,18.319402985074625,17.5,18.0,8.8,77.0,16.1,89.0
53863,24,18.229850746268657,17.5,18.0,8.9,54.0,20.9,88.0
54763,24,18.190277777777776,17.5,17.978571428571428,8.9,47.0,14.5,89.0
55663,24,18.1,17.430434782608696,17.52173913043478,9.0,28.0,14.5,89.0
56563,24,18.03943661971831,17.30294117647059,17.5,8.9,25.0,17.7,89.0
57463,24,17.98695652173913,17.353521126760562,17.514084507042252,8.9,19.0,14.5,89.0
58363,24,18.077142857142857,40.03970588235294,32.19117647058824,8.8,14.0,17.7,89.0
59263,24,19.152941176470588,52.30153846153846,50.26923076923077,8.7,5.0,14.5,89.0
60163,24,19.88309859154929,51.59130434782609,49.83333333333333,8.6,0.0,14.5,90.0
61063,24,20.295384615384613,49.71492537313433,47.014925373134325,8.6,0.0,17.7,89.0
61963,24,20.56451612903226,52.43809523809525,50.007936507936506,8.6,0.0,12.9,89.0
62863,24,20.894117647058824,52.63125,50.5,8.6,0.0,14.5,90.0
63763,24,21.238888888888887,51.50784313725491,49.11764705882353,8.4,0.0,16.1,89.0
64663,24,21.60857142857143,52.09285714285714,49.34285714285714,8.5,0.0,27.4,89.0
65563,24,21.943939393939395,52.3,49.86231884057971,8.4,0.0,25.7,89.0
66463,24,22.19402985074627,52.36865671641791,49.865671641791046,8.5,0.0,30.6,88.0
67363,24,22.41159420289855,52.5,50.06521739130435,8.3,0.0,29.0,89.0
68263,24,22.62205882352941,52.451470588235296,50.11029411764706,8.2,0.0,30.6,89.0
69163,24,22.66229508196721,41.17462686567164,41.82835820895522,8.1,0.0,25.7,89.0
70063,24,22.25555555555556,30.09032258064516,30.846774193548384,8.3,0.0,20.9,89.0
70963,24,21.7268656716418,25.792424242424243,25.96969696969697,8.7,0.0,22.5,89.0
71863,24,21.239705882352943,23.67460317460317,23.444444444444446,8.8,0.0,24.1,88.0
72763,24,20.9,22.41470588235294,22.073529411764707,8.8,0.0,25.7,89.0
